Age,Salary,Buy
47.19,39486.26,0
54.13,31695.75,0
50.75,93239.89,1
19.66,34789.12,0
38.18,38040.86,0
22.41,59003.96,0
28.17,56614.89,0
59.44,98551.14,1
23.98,126176.89,1
38.95,118975.46,1
43.96,54122.98,0
47.5,51890.36,0
41.51,145552.9,1
18.41,21070.71,0
31.71,134363.67,1
39.74,45964.71,0
21.69,143146.96,1
32.73,64499.95,0
19.39,77245.73,0
21.3,111925.68,0
34.67,96396.98,0
23.57,61332.11,0
41.84,91998.02,0
46.96,114991.89,1
51.62,25503.54,0
26.41,21455.91,0
25.03,79548.7,0
22.39,37138.76,0
44.73,106364.76,1
47.67,47826.82,0
19.33,76270.64,0
57.32,45697.22,0
20.18,91302.87,0
40.73,35086.95,0
47.78,23003.89,0
54.58,26647.11,0
47.99,144053.6,1
51.67,38497.21,0
32.26,112102.17,0
52.22,28830.41,0
21.36,34060.85,0
55.58,86153.91,1
41.0,80433.22,0
52.33,143705.44,1
37.0,142828.61,1
45.03,121349.12,1
40.11,98273.24,0
48.73,79144.84,0
21.43,66303.21,0
20.53,143121.38,1
28.38,98378.15,0
24.7,95279.43,0
54.61,50147.15,0
27.21,26070.72,0
58.99,142874.52,1
32.15,60785.58,0
25.65,77536.57,0
51.17,34903.19,0
45.67,128800.16,1
38.92,23592.14,0
41.33,128418.8,1
48.21,38237.05,0
27.6,135253.33,1
59.85,114870.44,1
58.94,41407.13,0
45.31,93556.34,0
26.38,60645.32,0
46.57,43170.3,0
21.03,131693.69,1
19.29,72457.96,0
28.82,71810.68,0
37.43,42085.27,0
54.47,69798.54,0
48.54,133310.19,1
49.19,67206.73,0
35.87,143708.46,1
32.53,143020.16,1
33.58,38836.83,0
59.48,43050.46,0
19.68,132147.63,1
54.42,71058.92,0
42.3,20568.62,0
36.42,55603.34,0
48.46,97691.77,1
38.44,123904.58,1
54.68,37340.52,0
55.83,34370.38,0
35.71,139872.04,1
29.63,117649.29,1
42.88,96671.35,0
56.32,119994.28,1
26.85,75751.07,0
44.16,118599.25,1
44.53,68334.39,0
48.79,51732.29,0
23.53,114771.74,0
48.06,74557.4,0
56.18,147579.02,1
25.55,65433.07,0
27.98,139824.56,1
58.8,141285.13,1
25.6,51440.88,0
53.88,123768.75,1
38.68,76299.69,0
28.38,139278.21,1
54.57,78516.16,0
36.7,116759.48,1
39.62,80705.76,0
33.09,49614.1,0
42.9,45915.52,0
24.87,75306.06,0
34.43,118214.31,1
58.72,98659.29,1
28.84,109521.81,0
45.58,56702.43,0
31.66,82586.59,0
50.49,25771.38,0
23.5,126279.21,1
58.73,148685.98,1
37.06,72894.28,0
27.91,21425.27,0
21.09,42073.04,0
25.13,104828.49,0
39.83,99570.31,0
32.15,122422.41,1
52.81,53004.92,0
36.1,119272.15,1
28.45,109437.92,0
43.92,61965.88,0
47.68,90913.46,0
25.02,39145.6,0
25.04,78833.39,0
19.54,134555.65,1
48.93,74754.88,0
45.88,129143.67,1
37.93,96732.94,0
53.46,44943.97,0
51.84,95543.81,1
42.58,85777.83,0
54.47,71823.37,0
26.65,35551.96,0
22.7,74172.13,0
29.33,29459.11,0
20.4,32839.98,0
40.31,74069.15,0
57.34,59699.59,0
19.65,140320.76,1
23.13,68841.75,0
36.99,118521.56,1
57.22,88932.18,1
31.28,111531.14,0
39.3,53815.08,0
19.75,142447.65,1
24.23,88911.5,0
59.44,128072.13,1
58.53,67455.94,0
18.21,33027.48,0
57.98,107582.51,1
44.84,21008.75,0
54.45,81788.09,0
37.1,45064.25,0
39.66,101558.82,0
38.53,147324.58,1
46.01,80372.38,0
23.87,126274.77,1
19.26,86011.94,0
30.93,84459.2,0
47.6,140955.05,1
26.48,135695.56,1
46.28,122154.06,1
58.74,58513.25,0
21.94,90851.09,0
46.25,49106.64,0
36.64,77709.17,0
54.46,82947.7,0
25.44,128113.21,1
47.09,136483.69,1
53.2,73900.61,0
57.67,22301.58,0
46.7,132030.6,1
38.88,42656.23,0
43.95,100844.66,1
54.49,23246.22,0
41.97,71935.84,0
19.28,148174.84,1
57.1,33090.17,0
46.96,75080.11,0
46.41,59929.49,0
27.06,137661.46,1
45.67,133014.21,1
34.54,50900.84,0
45.35,30554.41,0
22.48,101527.99,0
45.63,63727.93,0
59.98,107370.97,1
20.02,24175.57,0
59.04,37341.9,0
35.09,109228.39,1
54.57,47608.19,0
50.86,131486.4,1
41.81,27616.82,0
49.01,48012.66,0
54.9,149812.83,1
34.97,76299.89,0
31.74,111385.54,0
46.04,43746.2,0
51.93,99282.94,1
50.02,114393.79,1
51.51,60881.96,0
36.29,127756.62,1
52.35,98444.29,1
23.05,70585.99,0
40.87,92493.51,0
18.24,94978.91,0
31.63,41519.59,0
33.39,72355.21,0
34.64,64645.98,0
47.21,72117.35,0
34.32,118944.38,1
36.85,82729.99,0
27.98,142241.1,1
33.68,58177.93,0
27.55,74041.47,0
21.07,122304.39,0
43.34,90983.2,0
46.06,91113.66,0
44.02,26934.22,0
37.47,71817.96,0
33.95,55195.39,0
54.26,149913.57,1
39.8,60086.16,0
38.13,134984.55,1
19.08,107910.39,0
32.33,64319.13,0
33.97,90659.47,0
34.75,129269.66,1
42.37,134837.88,1
40.41,40851.2,0
43.53,64144.51,0
50.13,63579.01,0
52.15,25465.82,0
48.16,97770.91,1
58.13,131126.61,1
18.77,69604.67,0
26.22,116204.67,0
18.32,101601.05,0
45.19,68834.34,0
55.72,38337.77,0
28.23,112212.1,0
56.94,131093.47,1
20.53,109161.08,0
57.25,22324.2,0
32.77,48110.28,0
22.26,29032.4,0
38.41,94150.19,0
28.78,118342.1,1
29.96,34375.29,0
30.91,128983.92,1
51.73,92216.17,1
40.64,109695.97,1
31.07,146282.24,1
43.63,30878.53,0
48.08,137159.12,1
29.45,36393.35,0
35.37,71084.64,0
23.12,130687.03,1
25.61,137813.05,1
46.61,85828.32,0
25.62,97233.6,0
40.06,112059.15,1
47.78,128258.63,1
22.49,35796.45,0
41.83,125309.01,1
28.78,82565.9,0
58.44,78581.05,1
38.31,75106.97,0
51.85,86197.51,0
41.11,142856.57,1
19.82,91266.49,0
44.59,143913.08,1
57.96,43437.72,0
43.27,114137.68,1
52.41,125591.14,1
55.14,108286.75,1
27.58,98899.9,0
26.91,93425.66,0
43.66,131920.96,1
35.26,126814.06,1
53.27,35897.53,0
55.8,130316.4,1
32.84,73828.92,0
27.95,52980.59,0
50.78,133069.91,1
29.54,76163.22,0
52.55,125087.41,1
35.8,54242.47,0
46.04,20510.81,0
22.01,84409.7,0
44.2,33029.67,0
36.97,118068.87,1
42.64,55889.77,0
25.06,77673.93,0
48.95,31314.36,0
54.24,57265.7,0
27.1,121593.73,1
22.02,39706.43,0
18.99,104130.74,0
44.96,139265.36,1
43.5,108378.78,1
40.96,125432.82,1
27.74,34166.31,0
34.42,52595.14,0
42.97,136290.05,1
38.86,112963.73,1
59.49,103142.0,1
23.73,106289.68,0
47.2,73846.07,0
34.98,25792.36,0
35.98,121977.4,1
48.14,108232.72,1
47.08,81464.58,0
59.63,136968.75,1
23.39,63700.76,0
22.37,58261.83,0
48.42,133463.52,1
42.29,123608.4,1
29.51,86947.38,0
21.34,36995.52,0
21.6,47959.29,0
55.56,105309.64,1
26.06,70055.36,0
31.58,128741.51,1
27.52,143494.15,1
32.91,124732.8,1
20.92,69080.9,0
39.8,122529.24,1
20.84,65687.42,0
51.61,41723.01,0
27.82,24341.12,0
40.68,70143.17,0
54.96,137462.71,1
45.34,51068.26,0
40.38,46846.71,0
31.62,146076.7,1
31.99,23250.53,0
46.12,122151.68,1
59.75,61778.09,0
45.8,24873.43,0
41.43,139314.33,1
48.69,38153.5,0
37.54,91731.31,0
20.53,55627.05,0
41.62,28475.06,0
58.22,26489.92,0
25.36,35022.37,0
46.98,29277.71,0
26.44,118872.56,0
40.5,83123.61,0
22.06,64575.97,0
36.92,74387.96,0
49.76,140763.08,1
32.6,138397.74,1
45.93,113037.94,1
51.41,135008.71,1
56.94,61554.24,0
27.85,69544.21,0
34.77,99782.58,0
24.4,101071.37,0
59.68,82620.98,1
56.93,72085.52,0
40.68,148203.44,1
53.37,126746.07,1
39.88,76547.43,0
44.19,114548.02,1
21.74,55043.02,0
49.72,33022.01,0
23.36,65816.03,0
52.69,72386.46,0
50.85,22149.83,0
47.77,125922.96,1
19.52,66695.14,0
30.73,95454.36,0
29.05,29615.21,0
33.13,42749.59,0
21.68,135660.18,1
57.35,99129.38,1
41.26,143536.93,1
30.83,149837.5,1
34.67,68341.81,0
36.78,58844.4,0
43.22,131586.29,1
39.66,149819.49,1
56.61,101853.36,1
38.87,123368.29,1
59.67,121626.96,1
53.76,66194.16,0
26.76,94655.15,0
57.08,128297.4,1
22.89,109454.8,0
52.33,22751.3,0
33.99,63771.74,0
54.87,38781.84,0
54.46,50286.39,0
51.85,137713.63,1
51.18,24796.13,0
30.8,48574.09,0
21.4,60244.02,0
34.93,100194.93,0
25.29,89433.22,0
47.19,48375.03,0
32.54,41351.34,0
58.98,50783.74,0
44.92,85328.85,0
52.54,55253.11,0
23.57,143188.33,1
54.2,80302.48,0
56.76,27643.48,0
38.46,114804.63,1
43.46,62749.89,0
50.12,104953.56,1
25.34,56347.27,0
39.11,94196.69,0
34.74,120379.83,1
24.15,140641.14,1
33.44,53946.53,0
20.86,63531.4,0
19.08,80354.63,0
23.68,140532.73,1
58.45,137180.29,1
41.08,31684.18,0
58.56,37150.88,0
36.16,84416.19,0
31.1,33860.51,0
39.26,64925.51,0
36.46,39290.1,0
22.44,102685.25,0
44.91,143434.41,1
27.07,149575.39,1
44.02,68781.35,0
45.31,97871.64,1
24.39,131314.79,1
20.58,35270.07,0
50.79,109643.37,1
37.31,73149.68,0
20.44,46799.0,0
59.78,72357.97,0
20.43,29874.84,0
47.19,110402.93,1
59.31,52856.55,0
28.05,60482.73,0
23.97,35740.57,0
23.1,132405.68,1
30.74,84147.76,0
22.24,94379.09,0
47.07,94026.25,1
20.62,73364.1,0
39.4,45028.89,0
59.86,116867.26,1
52.19,36517.31,0
43.84,33503.59,0
30.86,112318.85,0
44.2,47148.81,0
40.14,59880.46,0
35.9,81779.57,0
23.49,78415.67,0
55.24,112115.29,1
36.89,101046.13,0
26.17,103771.5,0
33.45,112827.06,1
35.39,58039.65,0
52.76,61903.33,0
48.81,76939.71,0
50.31,59970.08,0
18.46,148041.92,1
35.48,125826.75,1
38.22,41405.11,0
18.81,20727.24,0
28.91,25561.82,0
49.93,51728.25,0
23.76,34857.87,0
40.48,89333.95,0
27.04,131539.38,1
18.51,115777.53,0
28.13,48029.18,0
58.99,71908.9,0
51.66,86026.25,0
58.3,125326.76,1
38.49,129085.81,1
22.61,138263.38,1
41.01,86201.88,0
37.08,110255.72,1
53.46,34534.05,0
22.12,93487.56,0
38.51,52329.94,0
24.3,76123.2,0
31.64,102426.57,0
48.97,53408.17,0
37.99,26784.06,0
33.79,21330.4,0
34.57,22880.74,0
37.3,21085.47,0
50.97,34346.16,0
55.47,51133.53,0
58.12,48758.8,0
51.05,148283.56,1
31.25,59780.79,0
46.9,36564.7,0
36.38,90923.13,0
28.7,131534.47,1
53.32,108147.85,1
19.61,58490.67,0
55.87,93010.1,1
37.38,112931.28,1
44.76,114653.58,1
45.69,106650.0,1
55.59,133205.36,1
44.74,133113.71,1
43.79,95261.75,0
20.8,75881.33,0
39.77,103404.14,1
24.31,126367.56,1
48.97,20734.77,0
39.51,148959.61,1
46.57,43776.19,0
19.75,81132.37,0
21.56,133363.87,1
48.09,49255.25,0
21.03,81983.38,0
20.99,37235.68,0
18.51,71359.92,0
58.17,43027.61,0
48.98,67271.61,0
32.84,68550.35,0
30.45,149112.2,1
32.69,149325.69,1
50.54,34922.22,0
45.78,114375.94,1
25.78,26726.91,0
25.31,23924.96,0
22.13,33693.41,0
45.73,145513.14,1
50.1,142312.26,1
29.13,45210.62,0
18.88,41017.4,0
21.45,51269.56,0
58.65,87021.11,1
30.41,94061.6,0
50.31,48807.15,0
44.24,118360.96,1
34.04,60241.91,0
26.64,139877.07,1
23.1,105373.95,0
43.83,76725.66,0
50.53,122688.56,1
45.04,126328.9,1
40.27,57762.61,0
19.76,64162.89,0
58.68,141674.17,1
51.55,41416.33,0
30.3,25479.55,0
59.16,79027.19,1
43.28,124157.29,1
42.46,120316.85,1
49.42,139538.98,1
52.09,89316.09,1
45.57,33008.41,0
23.38,96529.57,0
32.21,121191.43,1
56.98,32132.66,0
27.43,42445.46,0
33.63,21597.79,0
36.15,97174.84,0
36.46,135275.47,1
43.74,107186.23,1
57.61,147665.21,1
28.11,28194.37,0
23.1,137390.14,1
26.29,125828.88,1
55.25,60851.4,0
45.12,146558.45,1
30.01,57431.91,0
52.27,135609.61,1
54.18,134497.32,1
53.55,118495.49,1
56.59,93251.16,1
28.59,35600.36,0
49.71,89156.33,0
37.34,66383.51,0
53.36,122988.21,1
48.6,118556.8,1
50.61,138379.63,1
45.56,21927.92,0
25.45,125183.42,1
40.89,142000.07,1
59.36,122609.06,1
57.37,36925.28,0
19.81,30566.28,0
24.92,22709.88,0
23.53,101736.88,0
48.49,101857.44,1
52.35,148298.78,1
26.97,71745.61,0
39.25,63147.82,0
53.31,101175.24,1
48.78,127329.13,1
40.77,141780.61,1
42.79,124406.14,1
39.35,75467.62,0
30.5,102538.85,0
41.73,131318.91,1
46.93,83779.26,0
54.68,48169.26,0
44.72,42064.05,0
49.97,20020.51,0
24.72,113370.94,0
37.39,34442.64,0
18.39,51699.08,0
28.36,58723.92,0
48.51,92849.38,1
59.66,71734.45,0
22.17,107707.62,0
34.86,27233.03,0
51.6,36112.1,0
26.57,84897.5,0
41.31,63805.42,0
48.79,58455.74,0
43.87,28713.65,0
25.9,136443.49,1
32.93,109936.42,0
50.92,35810.36,0
41.28,28455.97,0
18.22,146733.43,1
49.96,108552.43,1
19.48,74269.29,0
49.32,111225.04,1
26.5,118323.13,0
58.24,121395.09,1
33.45,82124.05,0
31.73,75884.76,0
24.25,21433.65,0
30.84,140452.42,1
54.82,98430.02,1
59.85,46410.01,0
33.47,139548.44,1
36.84,138941.15,1
48.33,148593.94,1
55.22,133627.35,1
42.91,149711.97,1
34.44,51809.2,0
35.33,129492.45,1
47.22,126993.68,1
18.14,50022.25,0
44.02,32796.88,0
32.93,147324.67,1
51.36,58483.19,0
21.91,133215.93,1
42.7,20536.53,0
38.2,22733.22,0
44.98,80563.27,0
20.72,51032.91,0
42.36,109679.37,1
41.58,93523.36,0
41.55,30073.15,0
43.35,41141.68,0
46.41,70446.41,0
51.81,44128.53,0
29.33,122988.91,1
52.65,74089.13,0
38.93,32146.14,0
21.24,82964.58,0
20.46,31808.96,0
32.04,36761.85,0
50.97,51149.28,0
47.72,131738.6,1
51.12,140199.63,1
39.73,127413.5,1
36.49,63430.04,0
24.19,55418.04,0
31.78,91390.24,0
36.23,113840.91,1
21.72,149138.46,1
27.27,37104.19,0
43.13,26407.96,0
48.9,110266.27,1
59.93,128189.35,1
57.19,130025.34,1
44.99,108200.26,1
35.69,144022.05,1
44.72,86430.62,0
51.0,138795.92,1
22.97,145815.58,1
35.22,130130.47,1
53.27,60268.61,0
34.12,45508.03,0
42.02,91255.61,0
42.69,78891.92,0
25.75,134108.58,1
33.21,33004.12,0
32.05,53506.21,0
19.1,117733.86,0
19.02,32348.26,0
52.93,61699.37,0
29.47,70330.2,0
39.76,100937.19,0
30.55,40557.24,0
57.51,131878.58,1
28.89,78180.49,0
36.05,139212.82,1
54.65,80823.09,0
53.36,55755.23,0
25.82,38437.75,0
51.71,20486.86,0
37.24,89180.47,0
38.28,33930.37,0
23.61,70924.61,0
21.39,96605.33,0
48.57,55839.17,0
38.85,42779.16,0
36.35,120713.81,1
48.64,143082.85,1
50.15,33057.25,0
24.67,40226.74,0
43.63,144801.65,1
23.68,24911.95,0
49.56,147092.2,1
45.59,20603.78,0
58.18,133576.93,1
20.9,59952.27,0
20.4,142016.55,1
29.85,61202.89,0
28.99,105059.82,0
28.37,30404.23,0
56.06,51502.88,0
28.48,120578.32,1
29.42,88729.16,0
49.89,140635.98,1
36.89,75737.68,0
50.62,133075.61,1
20.75,78364.21,0
38.48,147302.28,1
19.41,144778.47,1
20.63,62787.77,0
56.07,135170.08,1
23.85,130189.48,1
40.36,47388.45,0
35.27,101157.75,0
32.59,29448.7,0
55.79,128772.39,1
18.92,42690.96,0
45.88,29205.91,0
58.46,72028.48,0
41.53,94999.88,0
57.35,131139.2,1
20.19,146651.53,1
35.59,77134.03,0
28.93,27858.1,0
48.69,117385.03,1
59.21,93472.52,1
28.77,78225.87,0
45.48,60204.95,0
26.32,85311.81,0
41.74,64028.35,0
37.49,118411.54,1
58.82,90706.18,1
43.56,133990.21,1
32.68,90660.71,0
22.79,50974.11,0
24.35,130641.94,1
27.46,92438.48,0
28.54,46889.33,0
53.73,101056.02,1
41.57,66503.18,0
39.98,129772.73,1
22.82,78928.97,0
54.13,114437.38,1
48.36,32419.71,0
20.84,71483.17,0
47.73,147821.39,1
40.83,125099.84,1
21.43,40792.3,0
37.25,56109.33,0
38.36,62876.06,0
24.96,104547.52,0
57.72,118409.32,1
53.7,117438.46,1
46.1,86283.63,0
37.42,125406.67,1
35.29,76820.15,0
45.34,36104.47,0
40.91,93377.44,0
20.62,143799.18,1
39.53,123089.17,1
51.87,95231.08,1
37.29,104084.74,0
20.18,140973.06,1
51.02,75684.56,0
26.46,63081.24,0
28.86,147041.4,1
24.92,132247.61,1
31.87,61995.67,0
49.78,80291.48,0
39.81,73960.16,0
26.61,39382.44,0
54.87,144516.51,1
54.94,72560.62,0
54.56,133792.78,1
28.03,44616.31,0
36.95,91223.21,0
59.37,23114.98,0
50.42,119348.66,1
19.14,95518.81,0
20.74,101326.65,0
37.49,26723.71,0
56.19,47434.98,0
40.63,29663.01,0
38.91,57558.86,0
22.43,101567.07,0
45.58,93604.18,0
52.53,99579.48,1
33.98,91402.67,0
50.58,55493.74,0
58.51,51785.97,0
26.56,37817.76,0
39.98,130379.21,1
30.06,100142.32,0
51.3,44246.43,0
42.26,43037.22,0
44.65,133494.63,1
51.51,116555.01,1
34.63,105721.88,0
56.43,72892.33,0
40.39,54056.82,0
24.63,147328.6,1
47.23,123641.14,1
51.32,59231.3,0
31.3,130183.42,1
54.0,118661.15,1
56.06,58620.47,0
29.63,75451.87,0
59.31,44173.95,0
23.91,34436.82,0
26.48,113959.06,0
25.74,54776.54,0
55.55,126607.72,1
45.48,149429.13,1
24.39,29960.58,0
36.49,81494.57,0
43.84,124268.13,1
21.51,122563.62,0
55.06,118799.63,1
51.75,65369.34,0
39.22,79000.92,0
58.62,97345.89,1
35.55,146612.28,1
59.33,62581.15,0
46.05,140008.71,1
44.66,55016.4,0
24.97,148579.68,1
55.04,107134.28,1
35.95,80256.49,0
24.81,99740.76,0
18.53,55429.05,0
41.51,55642.6,0
40.15,34762.09,0
48.21,34826.54,0
55.39,65197.33,0
21.34,119171.21,0
48.72,99036.25,1
25.87,33335.99,0
54.04,130790.75,1
52.4,98177.79,1
40.71,144911.22,1
47.83,107124.11,1
31.2,42772.73,0
37.79,81591.84,0
52.51,104304.69,1
37.29,23674.41,0
33.03,21938.33,0
38.76,36822.39,0
52.79,52716.38,0
32.08,75841.39,0
25.3,83367.26,0
47.9,37943.59,0
52.69,107540.91,1
22.23,97497.95,0
28.07,58280.33,0
23.96,21775.78,0
32.61,30094.23,0
36.91,70920.32,0
49.45,40016.67,0
45.35,68986.55,0
44.08,101663.74,1
32.8,91140.87,0
53.34,50052.86,0
37.79,64696.92,0
59.12,99824.06,1
44.63,131911.15,1
23.3,117917.75,0
46.4,91942.0,0
31.65,67098.09,0
46.83,67456.67,0
20.92,134324.25,1
25.35,25101.66,0
53.94,148437.74,1
27.54,106368.8,0
53.16,108547.9,1
29.73,24939.72,0
45.0,98718.81,1
47.15,83021.15,0
39.53,33751.26,0
30.82,56129.86,0
26.93,135740.88,1
19.39,91498.49,0
30.77,73744.15,0
45.43,29448.68,0
57.41,112835.8,1
54.59,111370.61,1
50.17,99825.67,1
51.11,86334.14,0
45.93,76391.97,0
28.93,97125.24,0
56.1,50341.41,0
46.17,142363.68,1
41.54,96543.29,0
22.66,60455.02,0
36.78,78458.38,0
37.34,124739.02,1
54.31,41010.09,0
40.96,58068.63,0
33.98,108336.04,0
59.03,61013.6,0
22.65,123025.22,0
35.75,36958.95,0
19.77,119149.2,0
49.08,28885.72,0
56.56,21637.04,0
29.76,136769.06,1
54.05,95574.1,1
30.27,65737.5,0
56.25,50237.3,0
49.67,100195.15,1
51.81,86170.28,0
18.76,148907.71,1
58.44,147818.08,1
48.52,102553.19,1
30.8,77573.17,0
52.83,83848.33,0
29.82,108722.28,0
54.66,33204.69,0
22.73,62685.77,0
47.55,29785.39,0
40.71,29536.9,0
22.05,45459.1,0
28.16,83082.92,0
18.52,122020.66,0
37.69,83114.47,0
30.65,63611.96,0
43.13,30705.89,0
30.48,91538.42,0
30.6,55264.92,0
49.21,99941.44,1
20.02,147034.41,1
55.92,34470.86,0
53.8,47576.3,0
46.05,81502.29,0
42.92,145919.8,1
55.48,120335.27,1
25.78,136769.8,1
21.32,63382.93,0
28.06,148965.0,1
51.37,33368.27,0
19.46,26886.48,0
42.48,131228.34,1
59.81,140544.43,1
53.94,31776.1,0
39.9,34745.57,0
20.67,24312.64,0
52.92,33585.98,0
43.16,47224.58,0
22.83,146109.96,1
21.94,106821.83,0
56.2,121211.89,1
46.11,120898.12,1
52.83,89559.59,1
54.92,123673.57,1
42.01,97454.98,0
39.73,60890.99,0
36.08,92944.31,0
31.31,89356.12,0
36.25,127048.9,1
50.5,147624.54,1
43.28,73435.53,0
55.49,119240.79,1
36.62,32969.19,0
43.5,120988.08,1
44.51,68284.2,0
42.85,25120.72,0
47.51,67222.0,0
27.97,99383.56,0
39.52,35502.52,0
22.38,140124.48,1
34.15,30097.41,0
38.48,140900.87,1
45.39,111927.88,1
57.92,62862.58,0
43.23,70797.55,0
49.23,116305.22,1
39.26,98191.24,0
44.63,107313.58,1
20.98,70591.4,0
28.68,83415.75,0
33.2,148682.77,1
37.84,47809.97,0
19.92,74321.3,0
23.88,57937.01,0
29.63,119464.5,1
58.8,119321.64,1
31.92,58017.91,0
38.25,30580.74,0
26.24,21486.25,0
43.65,75568.57,0
29.79,73343.89,0
26.69,148490.68,1
39.7,81074.27,0
18.23,53334.39,0
18.32,135859.83,1
27.2,83838.83,0
19.54,97892.83,0
22.54,32436.93,0
32.23,69779.13,0
51.71,142749.08,1
42.03,96635.7,0
39.53,64785.24,0
30.33,101336.73,0
57.13,138353.44,1
34.67,55618.78,0
21.66,85665.17,0
43.92,144629.79,1
22.78,42411.5,0
32.5,113556.31,1
39.31,99882.53,0
54.72,108357.77,1
38.73,65658.55,0
47.49,60804.32,0
59.7,108947.26,1
23.52,48020.63,0
29.54,74555.12,0
34.57,44462.7,0
35.72,21079.63,0
35.26,146107.46,1
56.12,76121.39,0
47.99,146015.45,1
43.53,38242.06,0
30.99,96357.68,0
52.6,46126.62,0
58.11,122709.64,1
52.49,121881.39,1
18.07,34638.93,0
44.73,138568.38,1
20.15,45301.85,0
28.82,99687.05,0
20.5,148132.37,1
43.36,134711.55,1
46.84,144353.31,1
22.81,64537.84,0
34.12,33724.83,0
37.16,44485.09,0
33.5,85064.34,0
23.08,123119.86,0
35.6,39519.97,0
49.55,105765.1,1
20.98,62065.09,0
21.37,64356.27,0
32.9,106049.3,0
57.55,80709.92,1
46.08,125564.33,1
46.5,40269.41,0
33.2,122693.28,1
42.93,28350.58,0
18.43,45227.0,0
44.72,105299.46,1
56.36,131140.34,1
43.73,52848.35,0
54.7,62534.91,0
48.41,89825.7,0
23.06,47504.46,0
55.9,125450.31,1
20.79,120572.76,0
40.43,38887.92,0
23.97,80297.87,0
18.49,120727.61,0
35.73,63852.84,0
30.39,102303.89,0
38.41,26527.71,0
42.24,99129.54,0
19.84,39844.89,0
23.17,127975.83,1
41.46,66208.43,0
32.41,56602.0,0
48.63,129315.57,1
45.4,26518.72,0
53.52,71559.14,0
47.08,68100.46,0
36.06,57024.05,0
46.26,138528.06,1
29.57,117620.69,1
30.87,28310.01,0
51.14,112909.37,1
36.75,88548.89,0
51.53,137112.83,1
52.54,60682.93,0
54.02,94641.06,1
56.5,85098.19,1
36.1,83642.92,0
31.39,79293.7,0
42.45,46731.83,0
33.59,118242.29,1
43.25,78673.68,0
47.63,144607.12,1
46.91,53905.1,0
33.73,108756.7,0
25.01,142293.22,1
36.08,106249.58,0
23.99,133265.48,1
55.38,127572.52,1
32.53,66815.3,0
24.49,98016.11,0
19.07,40313.97,0
45.12,89618.36,0
44.75,49954.86,0
32.31,116685.79,1
21.01,88647.59,0
35.2,73459.56,0
31.07,54943.62,0
46.44,149830.8,1
43.44,29322.37,0
33.31,25662.89,0
27.15,48243.46,0
59.5,146239.42,1
37.07,147300.96,1
46.91,105140.61,1
23.9,134413.87,1
38.39,47815.03,0
19.16,146365.47,1
39.23,38562.03,0
58.49,33146.27,0
34.14,34587.5,0
19.64,94506.63,0
19.3,121526.67,0
34.3,67666.73,0
24.72,147126.48,1
18.98,76474.62,0
49.76,39558.31,0
37.26,80575.68,0
30.15,108274.83,0
55.8,128189.35,1
22.88,79639.88,0
58.15,97168.89,1
31.19,54754.81,0
55.31,103969.15,1
43.32,148176.35,1
52.72,26376.96,0
59.33,135248.99,1
30.11,93096.73,0
58.37,52772.83,0
34.36,144135.66,1
34.19,82836.06,0
32.3,63119.73,0
40.74,43594.69,0
24.47,51778.79,0
41.26,128270.38,1
40.75,99873.3,0
50.0,138721.93,1
53.01,50155.9,0
36.5,35748.01,0
30.7,20791.38,0
28.89,86022.06,0
26.17,149779.9,1
20.42,110345.48,0
32.38,60091.3,0
29.35,133991.62,1
58.59,121623.89,1
41.42,22003.97,0
32.59,126191.86,1
42.38,59068.48,0
23.85,39457.55,0
36.65,49423.01,0
44.3,80915.37,0
38.53,75232.83,0
34.87,57555.35,0
59.74,42388.38,0
54.97,119090.0,1
44.18,148714.27,1
41.91,121112.91,1
44.07,58471.81,0
26.46,51825.16,0
34.6,48296.56,0
19.66,37770.36,0
37.97,91672.97,0
40.81,98702.05,0
27.57,111715.35,0
58.49,108427.74,1
56.2,58003.33,0
48.33,62940.43,0
40.4,108596.89,1
54.54,65428.19,0
23.49,47641.01,0
51.2,68663.7,0
23.24,55370.94,0
51.36,31480.65,0
29.58,127918.06,1
54.84,130904.48,1
57.65,48567.54,0
24.25,28420.39,0
37.43,116047.57,1
59.2,47498.72,0
38.3,71146.61,0
54.27,28337.58,0
42.73,49415.05,0
33.76,123077.3,1
30.0,124571.54,1
26.54,46921.03,0
50.0,63668.8,0
34.23,37450.99,0
39.47,29642.44,0
38.68,148982.32,1
42.25,105227.21,1
54.35,90472.55,1
59.19,119514.81,1
35.12,129210.03,1
52.76,124872.92,1
50.11,22150.13,0
42.09,44285.03,0
58.15,105137.69,1
26.42,68848.72,0
22.59,147722.74,1
53.87,106502.62,1
36.44,144351.36,1
53.57,46188.04,0
55.51,132314.41,1
20.62,61775.8,0
55.11,148643.43,1
36.83,40499.53,0
39.44,87124.18,0
44.32,123069.79,1
56.91,76243.52,0
18.8,80850.93,0
38.03,148226.25,1
46.88,75290.06,0
48.35,98529.37,1
47.09,27090.16,0
23.65,129487.31,1
30.57,104261.85,0
33.07,72522.61,0
51.79,22102.04,0
29.71,96916.95,0
26.85,21645.52,0
58.21,20156.47,0
18.37,100092.81,0
59.91,44572.22,0
46.43,44945.38,0
52.8,104925.3,1
30.37,26980.63,0
18.6,60742.72,0
48.99,39426.15,0
53.03,95422.93,1
49.1,106029.47,1
24.0,113747.66,0
49.64,53180.06,0
50.29,31602.47,0
45.66,30228.88,0
